,fid,objectId,cam,objectClass,type,centerPoint_x,centerPoint_y,centerPoint_z,size_x,size_y,size_z,points,roll,pitch,yaw
712,16,13,lidar,Car,Car,9.58093,27.07984,0.47175,4.2651400000000015,2.000000000000002,1.56396,"[[8.49412429568356, 29.14504492505864, -0.3727192894498821], [8.469860418052743, 29.17936805323367, 1.190675756184649], [10.49167635445176, 29.23964465841036, -0.3437941626444376], [10.46741247682094, 29.27396778658539, 1.219600882990094], [8.694438219531172, 24.88570715308995, -0.2760999549791726], [8.670174341900355, 24.92003028126497, 1.287295090655359], [10.69199027829937, 24.98030688644167, -0.247174828173728], [10.66772640066855, 25.0146300146167, 1.316220217460803]]",-0.01446678032512626,0.0226552000813184,1.617791058861388
713,16,43,lidar,Car,Car,-5.76475,7.74998,0.94329,5.000000000000002,2.0,2.16145,"[[-6.864169832769086, 10.17555916862079, -0.2081443899705754], [-6.897703400318849, 10.22299498884248, 1.952524822404906], [-4.866617774000885, 10.27015890197251, -0.1792192631651309], [-4.900151341550649, 10.31759472219421, 1.98144994921035], [-6.629342929258755, 5.182361088406903, -0.09487807928592074], [-6.662876496808519, 5.229796908628597, 2.06579113308956], [-4.631790870490555, 5.276960821758625, -0.06595295248047625], [-4.665324438040318, 5.324396641980318, 2.094716259895005]]",-0.01446678032512507,0.02265520008132035,1.617791058861388
714,16,7,lidar,Car,Car,-13.26085,8.03872,0.81712,4.3063199999999995,1.9564500000000014,1.72739,"[[-14.32560160802784, 10.12372129323828, -0.1091905207437982], [-14.35240100160612, 10.16163110447275, 1.617575488539452], [-12.37154624533931, 10.21626111739627, -0.08089523857454224], [-12.3983456389176, 10.25417092863074, 1.645870770708708], [-14.12335364980291, 5.823259541880947, -0.01163832493828983], [-14.1501530433812, 5.861169353115418, 1.71512768434496], [-12.16929828711439, 5.915799366038936, 0.0166569572309661], [-12.19609768069267, 5.953709177273407, 1.743422966514217]]",-0.01446678032512405,0.02265520008132059,1.617791058861388
715,16,14,lidar,Car,Car,6.80514,33.52472,0.34893,4.379030000045667,2.417200000020685,1.64742,"[[8.127883445155916, 31.37727527510486, -0.4074030066286252], [8.102324736949464, 31.4134300410951, 1.239421890478231], [5.71364202692867, 31.26294203737596, -0.4423619148856854], [5.68808331872222, 31.29909680336622, 1.204462982221171], [7.922200188925753, 35.75035715334349, -0.5066028369079992], [7.896641480719301, 35.78651191933375, 1.140222060198857], [5.507959240352315, 35.63601392921843, -0.541561518632438], [5.482400532145864, 35.67216869520868, 1.105263378474418]]",0.01446668564069408,-0.02265526227104207,-1.523797241921868
716,16,39,lidar,Pedestrian,,-7.53688,3.81097,0.89349,0.8517804610344152,0.8096100000617584,1.800000036,"[[-7.947298272659572, 3.366160531243644, 0.005259701102385227], [-7.93926264349934, 3.407358757522079, 1.804770263565276], [-7.985331902290067, 4.174668677789371, -0.01308075108192946], [-7.977296273129835, 4.215866904067805, 1.786429811380961], [-7.096466722808465, 3.406077592225787, 0.0005420936038647037], [-7.088431093648232, 3.447275818504222, 1.800052656066756], [-7.134500352438959, 4.214585738771514, -0.01779835858044998], [-7.126464723278726, 4.255783965049948, 1.781712203882441]]",0.02265554301401785,-0.005535981657092434,-3.094711344167424
717,16,0,lidar,Car,Car,-1.93089,-5.03569,0.80655,4.165870316488501,1.912039942051421,1.49849437336281,"[[-0.7628646735389388, -7.007185841657365, 0.05627672324247806], [-0.7816470301342867, -7.019032019138463, 1.554606552805987], [-2.665248243572478, -7.197425033066827, 0.03092830083947346], [-2.684030600167826, -7.209271210547923, 1.529258130402982], [-1.177742308576514, -2.862117417535299, 0.08384121293214965], [-1.196524665171862, -2.873963595016396, 1.582171042495658], [-3.080125878610053, -3.052356608944763, 0.05849279052914505], [-3.098908235205401, -3.064202786425859, 1.556822620092654]]",0.01325947676649871,0.006616883912626683,-1.471039326358369
718,16,19,lidar,Car,Car,7.76014,-5.11681,0.92828,3.912179882431277,1.867328142266377,1.47282,"[[8.660236750019553, -7.109081937104976, 0.2493163211555509], [8.637386853441496, -7.076758994293941, 1.721604289589175], [6.793619497166997, -7.067118372761864, 0.2194251599068926], [6.770769600588939, -7.034795429950829, 1.691713128340516], [8.749513285441557, -3.198832905939788, 0.1648554012294602], [8.7266633888635, -3.166509963128753, 1.637143369663084], [6.882896032589, -3.156869341596677, 0.134964239980802], [6.860046136010942, -3.124546398785641, 1.607252208414426]]",0.01601187146774316,-0.02159094181576728,-1.5936215558801
719,16,8,lidar,Car,Car,-10.59596,7.63007,0.68828,3.830560000000002,1.66864,1.48922,"[[-11.50765910987313, 9.4869380479276, -0.1115176832327331], [-11.53076344236588, 9.519620909983422, 1.377164360975467], [-9.84106147620165, 9.565864497457612, -0.08738487143641462], [-9.864165808694402, 9.598547359513427, 1.401297172771785], [-11.32775540117103, 5.66158908029878, -0.02474300342149095], [-11.35085973366378, 5.694271942354599, 1.463939040786709], [-9.661157767499542, 5.74051552982879, -0.0006101916251725198], [-9.684262099992296, 5.773198391884607, 1.488071852583028]]",-0.01446678032512526,0.02265520008131936,1.617791058861389
720,16,35,lidar,Pedestrian,,6.76806,-23.87923,1.48956,0.7258583333543797,0.8231906182652944,1.9053700000000007,"[[6.504464487381575, -23.42746897223639, 0.5225176721695829], [6.474903843553454, -23.3856531593442, 2.427199389157657], [7.286791513120643, -23.68299216539627, 0.5402691947983813], [7.257230869292522, -23.64117635250409, 2.444950911786455], [6.278888337122916, -24.11728789733658, 0.5341611728499117], [6.249327693294795, -24.07547208444441, 2.438842889837985], [7.061215362861984, -24.37281109049646, 0.5519126954787101], [7.031654719033862, -24.33099527760429, 2.456594412466784]]",-0.02156877732501049,0.01604170990123027,1.254751961709635
721,16,3,lidar,Car,Car,-13.15092,-5.94585,0.84852,4.006860100989304,1.759027746711237,1.49286,"[[-12.13275781716922, -7.90406379603897, 0.1606106605467822], [-12.15591862202353, -7.871301049467847, 1.652931389865925], [-13.88792377907505, -8.01790115937016, 0.1358697111515929], [-13.91108458392936, -7.985138412799035, 1.628190440470736], [-12.39074729358141, -3.906571040945569, 0.06884480667758443], [-12.41390809843572, -3.873808294374444, 1.561165535996727], [-14.14591325548725, -4.020408404276758, 0.04410385728239502], [-14.16907406034155, -3.987645657705635, 1.536424586601538]]",0.01406927452818412,-0.02290416210360302,-1.506349351801281
722,16,10,lidar,Car,Car,-2.70237,14.10615,0.57351,4.307560000046428,2.0,1.5191,"[[-1.590644236793451, 11.98593503326721, -0.1225089925255524], [-1.614212139111268, 12.01927365062998, 1.396042258032912], [-3.588196295561651, 11.89133529991549, -0.1514341193309969], [-3.611764197879468, 11.92467391727826, 1.367117131227468], [-1.792970407611031, 16.2876341517511, -0.2200895676273786], [-1.816538309928848, 16.32097276911387, 1.298461682931086], [-3.79052246637923, 16.19303441839938, -0.2490146944328231], [-3.814090368697047, 16.22637303576215, 1.269536556125642]]",0.01446677003874674,-0.02265522536492394,-1.523799272599311
723,16,22,lidar,Car,Car,10.51615,-12.83225,1.19638,4.757620000000002,2.0,1.7001700000000006,"[[9.418837263251985, -10.52263225446766, 0.2782507773730058], [9.392460171234553, -10.48531982139435, 1.977806619425527], [11.41638932202019, -10.42803252111594, 0.3071759041784503], [11.39001223000275, -10.39072008804263, 2.006731746230972], [9.642280697787752, -15.2737800645451, 0.3860263903809111], [9.615903605770317, -15.23646763147179, 2.085582232433432], [11.63983275655595, -15.17918033119338, 0.4149515171863556], [11.61345566453852, -15.14186789812007, 2.114507359238877]]",-0.01446678032512478,0.02265520008131849,1.617791058861388
724,16,29,lidar,Car,Car,-16.98525,-13.50814,1.18573,4.232279999999998,1.986440000000002,1.71423,"[[-18.06334277219419, -11.46067278277771, 0.2666239690545749], [-18.08993799646532, -11.42305178479088, 1.980234732167495], [-16.07933411638444, -11.36671443561811, 0.2953529835002784], [-16.10592934065557, -11.32909343763128, 2.008963746613198], [-17.86457213075645, -15.68719525696323, 0.3624989173314649], [-17.89116735502758, -15.6495742589764, 2.076109680444385], [-15.8805634749467, -15.59323690980363, 0.3912279317771685], [-15.90715869921783, -15.55561591181681, 2.104838694890088]]",-0.01446678032512523,0.02265520008131839,1.617791058861389
725,16,25,lidar,Car,Car,8.18438,-26.06643,1.52485,5.000005725326726,1.999999600524959,1.8,"[[9.523807390766407, -28.4288215809785, 0.6971751744650133], [9.495881497690196, -28.38931824923405, 2.496524954601434], [7.542042083438191, -28.69712424742108, 0.6723085713575304], [7.514116190361981, -28.65762091567663, 2.471658351493951], [8.85463713847232, -23.47522948916309, 0.578037377572199], [8.82671124539611, -23.43572615741864, 2.377387157708619], [6.872871831144105, -23.74353215560566, 0.5531707744647162], [6.844945938067895, -23.70402882386121, 2.352520554601137]]",0.01243714303339245,-0.02382975494077595,-1.43652324211627
726,16,4,lidar,Car,Multivan,-21.71007,6.71746,1.08175,4.924369999999999,2.102360000000004,2.2554,"[[-22.8581034345205, 9.101822822231894, -0.1165228023910548], [-22.893094578545, 9.151320496907692, 2.13806247211988], [-20.75831666138454, 9.201264169936554, -0.08611728759570753], [-20.79330780540904, 9.250761844612354, 2.168467986915227], [-22.62682852275266, 4.184151856179321, -0.004969757921816169], [-22.66181966677716, 4.233649530855119, 2.249615516589118], [-20.5270417496167, 4.283593203883984, 0.025435756873531], [-20.5620328936412, 4.333090878559782, 2.280021031384465]]",-0.01446678032512585,0.0226552000813191,1.617791058861389
727,16,16,lidar,Car,Car,12.79325,7.96496,0.76115,4.344974858799531,1.907720432872699,1.66388,"[[11.57023602515212, 9.97104694287664, -0.1341108903799405], [11.54442195016787, 10.0075629448894, 1.529168060827497], [13.46056051445228, 10.22699224285504, -0.1103921515637318], [13.43474643946804, 10.2635082448678, 1.552886799643705], [12.15175933992593, 5.666407742722593, -0.0305806316553523], [12.12594526494168, 5.702923744735348, 1.632698319552085], [14.0420838292261, 5.922353042700991, -0.006861892839143649], [14.01626975424185, 5.958869044713746, 1.656417058368294]]",-0.01243691119202113,0.02382982760905296,1.705077372110598
728,16,42,lidar,Car,Car,-8.29217,14.4587,0.3469,3.795310000000004,1.889940000000001,1.11496,"[[-9.316455475314674, 16.29683996269012, -0.2670308020094193], [-9.33375339406148, 16.32130920422444, 0.8475264373577492], [-7.428828706340486, 16.38623387271549, -0.2396974249320784], [-7.446126625087293, 16.41070311424982, 0.8748598144350901], [-9.138207296282314, 12.5066930415268, -0.1810546496885039], [-9.155505215029121, 12.53116228306113, 0.9335025896786646], [-7.250580527308127, 12.59608695155218, -0.153721272611163], [-7.267878446054933, 12.62055619308651, 0.9608359667560054]]",-0.01446678032512497,0.02265520008132033,1.617791058861388
729,16,30,lidar,Pedestrian,,-0.077,-4.98482,0.98784,0.8616897586718781,0.9457889304702191,1.8569000000000007,"[[0.4636582099453357, -5.368598731248406, 0.0758716330672737], [0.4348495483602165, -5.327846655294921, 1.93210085903134], [-0.4735072208487979, -5.495482056182142, 0.06411245885281003], [-0.5023158824339171, -5.454729980228658, 1.920341684816877], [0.3483245899298353, -4.514909191427148, 0.05533956317913235], [0.319515928344716, -4.474157115473665, 1.911568789143199], [-0.5888408408642984, -4.641792516360886, 0.04358038896466869], [-0.6176495024494176, -4.601040440407401, 1.899809614928735]]",0.01243700597058025,-0.02382984427412315,-1.43651481921205
730,16,11,lidar,Car,Car,-8.45617,27.1619,0.3881,4.807290000000002,2.000000000000002,1.8,"[[-9.553874534215629, 29.49522363924084, -0.5804830692365862], [-9.58180042729184, 29.5347269709853, 1.218866710899835], [-7.556322475447429, 29.58982337259257, -0.5515579424311418], [-7.584248368523639, 29.62932670433702, 1.247791837705279], [-9.328098329220394, 24.69447339943456, -0.4715822686983396], [-9.356024222296604, 24.73397673117902, 1.327767511438081], [-7.330546270452192, 24.78907313278629, -0.4426571418928951], [-7.358472163528404, 24.82857646453074, 1.356692638243526]]",-0.01446678032512566,0.02265520008131969,1.617791058861388
731,16,42,lidar,Car,Car,-8.33625,14.3916,0.88822,5.488960000000004,1.964700000000003,2.19562,"[[-9.429257501519634, 17.06179270561774, -0.2855754338890243], [-9.463321195606296, 17.10997843075372, 1.909251435146047], [-7.466962236588692, 17.15472275367581, -0.2571608355716959], [-7.501025930675352, 17.20290847881178, 1.937666033463376], [-9.17146640546122, 11.58029979874358, -0.1612325841498959], [-9.205530099547882, 11.62848552387956, 2.033594284885175], [-7.209171140530278, 11.67322984680165, -0.1328179858325675], [-7.243234834616939, 11.72141557193762, 2.062008883202504]]",-0.01446678032512509,0.02265520008131945,1.617791058861388
732,16,20,lidar,Car,Car,10.13777,-5.10771,1.09782,3.91308353277821,1.7907241639348,1.74556,"[[11.03603539830319, -7.087418801184977, 0.2821318046316008], [11.00895410834868, -7.049110225762841, 2.027061250306562], [9.245552592757088, -7.07841122894989, 0.2541457726479415], [9.218471302802582, -7.040102653527755, 1.999075218322903], [11.05706715940427, -3.175327315088414, 0.1965712767243846], [11.02998586944976, -3.137018739666277, 1.941500722399345], [9.26658435385817, -3.166319742853326, 0.1685852447407253], [9.239503063903664, -3.128011167431189, 1.913514690415687]]",0.01563271135468701,-0.02186701934875234,-1.576170649497036
733,16,40,lidar,Shopping Cart,,-11.48646,4.2324,0.54259,1.172016077918727,0.7993711231336804,1.1148,"[[-12.09105064282917, 3.863675936607385, -0.01630447844627736], [-12.10834607927437, 3.888141666734449, 1.098092818718212], [-12.03339340389944, 4.660792052188078, -0.03290970595293068], [-12.05068884034464, 4.685257782315141, 1.081487591211559], [-10.92222941232645, 3.779538388170202, 0.003682791729494612], [-10.93952484877165, 3.804004118297266, 1.118080088893984], [-10.86457217339672, 4.576654503750896, -0.01292243577715876], [-10.88186760984192, 4.601120233877959, 1.101474861387331]]",0.02077734071741835,0.01705453300614989,3.069736069185903
734,16,32,lidar,Shopping Cart,,0.43035,-13.56659,0.7921,1.039722074546846,0.9935802873447117,1.161388067142073,"[[0.9322699993768297, -14.09760216439124, 0.2260854070247331], [0.9127924104920736, -14.08363431007946, 1.38722612419779], [-0.06113295803397335, -14.08915596933048, 0.2093219528321737], [-0.0806105469187294, -14.0751881150187, 1.370462670005231], [0.9413162953267218, -13.05799279446321, 0.2137357192782015], [0.9218387064419656, -13.04402494015143, 1.374876436451259], [-0.05208666208408116, -13.04954659940245, 0.1969722650856421], [-0.07156425096883742, -13.03557874509067, 1.358112982258699]]",0.01687260722149844,-0.01188131534396403,-1.579498365953252
735,16,21,lidar,Car,Car,13.37173,-3.78336,1.06009,4.127204555555735,1.908124310049006,1.58792,"[[14.32691528244965, -5.868659520713522, 0.3264465390309271], [14.30227968015322, -5.833810559300384, 1.913792929516608], [12.41904807743485, -5.85907572400117, 0.2966260516170333], [12.39441247513842, -5.824226762588031, 1.883972442102714], [14.34905077668313, -1.742501059006428, 0.2362034662885454], [14.3244151743867, -1.707652097593289, 1.823549856774226], [12.44118357166833, -1.732917262294075, 0.2063829788746515], [12.4165479693719, -1.698068300880937, 1.793729369360332]]",0.01563254125305887,-0.02186716100442303,-1.57616118867864
736,16,1,lidar,Car,Car,-7.70152,-5.5043,0.82374,4.285941927954693,1.823911914183361,1.455122689878761,"[[-6.61329127590792, -7.581620046884859, 0.1500715368410296], [-6.621420207058116, -7.548002129061814, 1.604783122922476], [-8.4310636580404, -7.730997536932303, 0.1433657763663168], [-8.439192434046745, -7.697379838572213, 1.598067366060097], [-6.963853743024202, -3.311225121946363, 0.04941706744755799], [-6.971982519030545, -3.277607423586271, 1.504118657141337], [-8.781625970012833, -3.460602831456762, 0.04270131058517789], [-8.789754901163025, -3.426984913633717, 1.497412896666625]]",0.003682243855965565,-0.02348461230796391,-1.488889617803747
737,16,27,lidar,Car,Car,-14.07358,-12.75423,1.1783,4.095123536793486,1.748026106097964,1.66534,"[[-15.06459150635846, -10.78629206740614, 0.2867448607734434], [-15.09042823234487, -10.74974402380208, 1.951483284580325], [-13.32040315735352, -10.67316474413543, 0.3113310260910089], [-13.34623988333993, -10.63661670053138, 1.97606944989789], [-14.80091922001406, -14.87184192682064, 0.3805321373738655], [-14.82675594600047, -14.83529388321658, 2.045270561180747], [-13.05673087100912, -14.75871460354993, 0.4051183026914311], [-13.08256759699553, -14.72216655994587, 2.069856726498313]]",-0.01406923936130805,0.02290419207621096,1.635243833730563
738,16,23,lidar,Car,Car,13.20802,-11.95206,1.21884,4.757618292854108,1.999991713607833,1.70018,"[[11.95097271978369, -9.725621445068295, 0.3000517423877088], [11.9245954726224, -9.688308792532023, 1.999617580827897], [13.93709861126674, -9.49193232223182, 0.3257459352830248], [13.91072136410546, -9.454619669695553, 2.025311773723213], [12.50532563866852, -14.44949808824074, 0.4123643503782745], [12.47894839150724, -14.41218543570448, 2.111930188818463], [14.49145153015158, -14.21580896540427, 0.4380585432735906], [14.4650742829903, -14.17849631286801, 2.137624381713779]]",-0.01285110278490045,0.02360908428671181,1.687614262275057
739,16,12,lidar,Car,Car,-6.09778,27.38388,0.30379,3.331839999999997,1.5457400000000014,1.728,"[[-6.934537150930284, 28.99201550997713, -0.6088123397318307], [-6.961346008283448, 29.0299387084518, 1.118563449199133], [-5.390689091270105, 29.06512880589267, -0.5864569769777068], [-5.417497948623268, 29.10305200436734, 1.140918811953257], [-6.778056016891913, 25.66470809166115, -0.5333352948135188], [-6.804864874245075, 25.70263129013583, 1.194040494117445], [-5.234207957231733, 25.73782138757671, -0.5109799320593948], [-5.261016814584894, 25.77574458605138, 1.216395856871568]]",-0.01446678032512442,0.02265520008132,1.61779105886139
740,16,2,lidar,Car,Car,-10.32584,-5.18374,0.88873,4.287290000011662,1.92739000002594,1.56404,"[[-9.250517373315267, -7.296050079620947, 0.1694864061558128], [-9.27478249209689, -7.261725195742284, 1.732961422891683], [-11.1755487742437, -7.387205383257174, 0.1416111795464187], [-11.19981389302532, -7.352880499378512, 1.705086196282289], [-9.451861592585137, -3.014591967158241, 0.07236544655440429], [-9.476126711366756, -2.980267083279579, 1.635840463290275], [-11.37689299351356, -3.105747270794469, 0.0444902199450101], [-11.40115811229518, -3.071422386915805, 1.607965236680881]]",0.01446689154928214,-0.02265514057679772,-1.523805355550949
741,16,28,lidar,Car,Car,-9.794,-13.19977,1.13753,3.933786804352772,1.914706656514255,1.62824,"[[-10.76228929772123, -11.2632512821182, 0.2655722733903381], [-10.78755044002257, -11.22751744607399, 1.893224098951074], [-8.847952718061267, -11.23948018077941, 0.2947608844725943], [-8.873213860362604, -11.2037463447352, 1.922412710033331], [-10.71478201851737, -15.19578735392722, 0.3526453716676532], [-10.74004316081871, -15.160053517883, 1.980297197228389], [-8.800445438857405, -15.17201625258842, 0.3818339827499093], [-8.825706581158743, -15.13628241654421, 2.009485808310646]]",-0.01524874933341573,0.02213648570947008,1.582875927702015
742,16,36,lidar,Pedestrian,,5.72379,-25.4812,1.55502,0.8809082517492997,1.148573002033393,1.9099600000000008,"[[5.1486933594019, -25.08326756541881, 0.5820338611590241], [5.119061504546434, -25.04135101903068, 2.491303920086445], [6.296352622679386, -25.04095730312258, 0.5989166339705579], [6.266720767823919, -24.99904075673445, 2.508186692897979], [5.180844581895907, -25.96336583537567, 0.6018547241847538], [5.151212727040441, -25.92144928898754, 2.511124783112175], [6.328513832933686, -25.92105510008077, 0.6187376416219218], [6.298881978078219, -25.87913855369264, 2.528007700549343]]",-0.01470321960560665,0.02250256432778032,1.607319142920391
743,16,31,lidar,Pedestrian,,0.39145,-12.814,1.2264,0.8088250920934607,0.9645311692734454,2.02602,"[[0.8886146347454591, -13.24128621673728, 0.2301166143402517], [0.8571821803619794, -13.19682258330346, 2.255404748535802], [-0.07579875552746929, -13.2398080499837, 0.2151164748300663], [-0.107231209910949, -13.19534441654987, 2.240404609025617], [0.8901248354521597, -12.43265687178727, 0.2123872212447182], [0.8586923810686801, -12.38819323835344, 2.237675355440269], [-0.07428855482076856, -12.43117870503369, 0.1973870817345328], [-0.1057210092042482, -12.38671507159986, 2.222675215930083]]",0.01555609678813942,-0.02192163290229576,-1.572666990363355
744,17,33,lidar,Pedestrian,,7.34529,-11.83247,1.04471,0.8993446631853632,1.202813215757126,1.69656,"[[8.074617936721312, -12.0764473377577, 0.2128263577364885], [8.048194336323869, -12.03932853228466, 1.908774417443003], [6.939488978193609, -12.4741422099203, 0.203844811801108], [6.913065377796165, -12.43702340444726, 1.899792871507622], [7.777515237060051, -11.22791181257044, 0.1896256778076172], [7.751091636662608, -11.1907930070974, 1.885573737514132], [6.642386278532348, -11.62560668473303, 0.1806441318722366], [6.615962678134905, -11.58848787925999, 1.876592191578751]]",0.007469671361464718,-0.0258001796681677,-1.234000509439497
745,17,35,lidar,Pedestrian,,6.80039,-23.78976,1.4869,0.7258477358923131,0.8231800510823877,1.905370000000001,"[[6.551838208514475, -23.32941989763249, 0.5199223760556565], [6.522162431949379, -23.2877325665719, 2.424605119090387], [7.325734759958038, -23.6093933678094, 0.538107728976636], [7.296058983392942, -23.5677060367488, 2.442790472011366], [6.304712201735769, -24.01182314473949, 0.531007641565411], [6.275036425170674, -23.9701358136789, 2.435690384600141], [7.078608283527346, -24.29178662850555, 0.5491927685988485], [7.048932506962251, -24.25009929744495, 2.453875511633579]]",-0.02209573036697975,0.01527246264879865,1.223344503556641
746,17,30,lidar,Pedestrian,,-0.05276,-5.10786,0.98957,0.8616888870700378,0.9457789685227731,1.8569,"[[0.4879441731097215, -5.491573135831191, 0.07760701211520707], [0.4590233076065778, -5.45094627330768, 1.93383723802471], [-0.4492104069325745, -5.618456304364241, 0.06578280183452143], [-0.4781312724357183, -5.57782944184073, 1.922013027744024], [0.3726207671140631, -4.637881876913197, 0.05712568948771784], [0.3436999016109194, -4.597255014389686, 1.913355915397221], [-0.564533812928233, -4.764765045446246, 0.04530147920703217], [-0.5934546784313767, -4.724138182922735, 1.901531705116535]]",0.01250594936188865,-0.02377106272784399,-1.436520594767175
747,17,28,lidar,Car,Car,-9.79404,-13.20007,1.13605,3.933786804352773,1.914706656514257,1.62824,"[[-10.76228360436283, -11.2635017075443, 0.2641673785572659], [-10.78764313371112, -11.22787766605834, 1.89182008092944], [-8.847948820057853, -11.2397303074906, 0.2934732591875885], [-8.873308349406145, -11.20410626600463, 1.921125961559762], [-10.71477691293003, -15.19604358612573, 0.350978147314979], [-10.74013644227832, -15.16041954463977, 1.978630849687153], [-8.800442128625058, -15.17227218607204, 0.3802840279453016], [-8.825801657973349, -15.13664814458607, 2.007936730317475]]",-0.01530999566161632,0.02206978313435428,1.582875760424948
748,17,6,lidar,Car,Car,-16.11633,7.24482,0.58137,3.3221400000000005,1.5354600000000007,1.23084,"[[-16.95155160717923, 8.853855085210961, -0.08249925106987017], [-16.97072170685929, 8.880784466151473, 1.147896791397927], [-15.41797239596463, 8.92648245700952, -0.0601950049270378], [-15.43714249564468, 8.953411837950034, 1.17020103754076], [-16.79552664213649, 5.536229588344844, -0.007456247216962395], [-16.81469674181654, 5.563158969285357, 1.222939795250835], [-15.26194743092187, 5.608856960143404, 0.01484799892586999], [-15.28111753060193, 5.635786341083917, 1.245244041393668]]",-0.01453031911088626,0.02259067562580988,1.617790807899523
749,17,8,lidar,Car,Car,-10.596,7.63001,0.68815,3.830560000000004,1.66864,1.48922,"[[-11.50765563478215, 9.486932296547447, -0.1115731002334301], [-11.53084995398329, 9.519514738362979, 1.377109745923579], [-9.84105955608186, 9.565859092216467, -0.08733426803736129], [-9.864253875282994, 9.598441534031998, 1.401348578119648], [-11.32775262344182, 5.661577698825655, -0.02504552197399656], [-11.35094694264296, 5.694160140641188, 1.463637324183013], [-9.66115654474153, 5.740504494494672, -0.0008066897779277569], [-9.684350863942667, 5.773086936310207, 1.487876156379081]]",-0.01453031911088561,0.02259067562581182,1.617790807899524
750,17,1,lidar,Car,Car,-7.70156,-5.50437,0.82291,4.285941927954695,1.823911914183358,1.455122689878761,"[[-6.613283331231103, -7.581637603870568, 0.1491607851300647], [-6.621500197693416, -7.548117797675999, 1.603874141189677], [-8.431055127356073, -7.731016794169398, 0.1423351189890093], [-8.43927183807028, -7.697497206763468, 1.597038478655569], [-6.96384479092761, -3.311236315948135, 0.04877311862721099], [-6.972061501641817, -3.277716728542205, 1.503476478293771], [-8.781616431304474, -3.460615725035606, 0.04193745609310316], [-8.789833297766785, -3.427095918841036, 1.496650812152716]]",0.003747997969372642,-0.02342234448293504,-1.488889973730343
751,17,10,lidar,Car,Car,-2.70248,14.10763,0.57427,4.310600000046396,2.0,1.5191000000000006,"[[-1.59064308547897, 11.98594176226957, -0.1217966854399275], [-1.614302780016008, 12.01917794454081, 1.396755383157803], [-3.58819328048843, 11.89134161404225, -0.150848886269428], [-3.611852975025468, 11.92457779631349, 1.367703182328303], [-1.793111246281141, 16.29068308082982, -0.2191680597839133], [-1.816770940818179, 16.32391926310105, 1.299384008813818], [-3.790661441290601, 16.19608293260249, -0.2482202606134137], [-3.814321135827639, 16.22931911487373, 1.270331807984317]]",0.01453030897709743,-0.02259070118413567,-1.523799525208598
752,17,34,lidar,Shopping Cart,,7.6198,-12.57892,0.76645,1.106194226209845,0.7401513154754228,0.9172999999999998,"[[8.147538676703954, -13.0031449302448, 0.3251376851216045], [8.13325190308877, -12.98307544831641, 1.242106819822874], [7.44248104969827, -13.22826085863172, 0.319079641905193], [7.428194276083088, -13.20819137670333, 1.236048776606462], [7.811396594127979, -11.9496294278483, 0.296842407569682], [7.797109820512795, -11.92955994591992, 1.213811542270951], [7.106339436774284, -12.17475534264608, 0.2907845902408124], [7.092052663159099, -12.15468586071769, 1.207753724942082]]",0.008187341911203787,-0.0255815351862153,-1.261936989420972
753,17,43,lidar,Car,Car,-5.75849,7.70731,0.64793,4.927720000000001,2.0,1.53896,"[[-6.860996113791035, 10.10368726915941, -0.1914549701479552], [-6.884965124063379, 10.13735796566929, 1.346949935051942], [-4.863445918781575, 10.19828741738673, -0.1624027693184548], [-4.887414929053919, 10.23195811389661, 1.376002135881442], [-6.629564765099992, 5.182663617712725, -0.0801439143387326], [-6.653533775372338, 5.216334314222599, 1.458260990861164], [-4.632014570090532, 5.277263765940046, -0.05109171350923217], [-4.655983580362878, 5.310934462449921, 1.487313191690665]]",-0.01453031911088582,0.02259067562581148,1.617790807899524
754,17,29,lidar,Car,Car,-16.9853,-13.50824,1.18379,4.23228,1.9864400000000013,1.71423,"[[-18.06333723902788, -11.46071175136544, 0.2647597976030512], [-18.09003604632577, -11.42320634636589, 1.978371483833245], [-16.07933043434059, -11.3667529921431, 0.2936150245109277], [-16.10602924163848, -11.32924758714355, 2.007226710741122], [-17.86456736808592, -15.68724044608527, 0.3603617301966759], [-17.89126617538381, -15.64973504108571, 2.07397341642687], [-15.88056056339862, -15.59328168686293, 0.3892169571045525], [-15.90725937069651, -15.55577628186337, 2.102828643334747]]",-0.01453031911088524,0.02259067562581052,1.617790807899524
755,17,11,lidar,Car,Car,-8.45615,27.16037,0.38946,4.807290000000001,2.0000000000000013,1.8,"[[-9.553796057040625, 29.4937538204047, -0.5790372463347737], [-9.581830715829822, 29.53313577556777, 1.220313503106288], [-7.556245862031164, 29.58835396863201, -0.5499850455052733], [-7.58428052082036, 29.6277359237951, 1.249365703935788], [-9.32802072722299, 24.69299651492403, -0.470446554192948], [-9.356055386012185, 24.73237847008711, 1.328904195248113], [-7.330470532213528, 24.78759666315135, -0.4413943533634476], [-7.358505191002724, 24.82697861831443, 1.357956396077613]]",-0.01453031911088529,0.02259067562581167,1.617790807899524
